sequence_id	accession	source_database	organism	taxonomy_id	type_label	entry_type	polyprotein_length	sequence_length	boundary_start	boundary_end	extraction_method	boundary_confidence	alignment_ref_coverage	alignment_identity	unknown_fraction	completeness	retain	retain_reason	exclude_reason	retrieval_date
B9V493|B97|a89_local_alignment_provisional	B9V493	UniProtKB	rhinovirus B97	167330	B97	UniProtKB unreviewed (TrEMBL)	2177	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5395	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V495|B99|a89_local_alignment_provisional	B9V495	UniProtKB	rhinovirus B99	185945	B99	UniProtKB unreviewed (TrEMBL)	2177	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5362	0.0000	excluded	False		weak_A89_alignment	2026-08-21
E3TBE2|ambiguous|a89_local_alignment_provisional	E3TBE2	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2177	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5493	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
F6M9Y0|B101|a89_local_alignment_provisional	F6M9Y0	UniProtKB	rhinovirus B101	2777137	B101	UniProtKB unreviewed (TrEMBL)	2182	305	1105	1409	a89_local_alignment_provisional	provisional	0.9252	0.5354	0.0000	excluded	False		weak_A89_alignment	2026-08-21
G5D5E2|ambiguous|a89_local_alignment_provisional	G5D5E2	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2180	305	1102	1406	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G5DBU7|ambiguous|a89_local_alignment_provisional	G5DBU7	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2179	305	1102	1406	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G8IQ68|ambiguous|a89_local_alignment_provisional	G8IQ68	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2151	305	1103	1407	a89_local_alignment_provisional	provisional	0.9252	0.5541	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G9K140|ambiguous|a89_local_alignment_provisional	G9K140	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5455	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9EHM4|ambiguous|a89_local_alignment_provisional	H9EHM4	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2152	305	1103	1407	a89_local_alignment_provisional	provisional	0.9252	0.5541	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
A5GZD5|B6|a89_local_alignment_provisional	A5GZD5	UniProtKB	rhinovirus B6	147681	B6	UniProtKB unreviewed (TrEMBL)	2179	305	1102	1406	a89_local_alignment_provisional	provisional	0.9252	0.5507	0.0000	excluded	False		weak_A89_alignment	2026-08-21
A5GZD9|B4|a89_local_alignment_provisional	A5GZD9	UniProtKB	rhinovirus B4	185889	B4	UniProtKB unreviewed (TrEMBL)	2177	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5395	0.0000	excluded	False		weak_A89_alignment	2026-08-21
A7KC12|B17|a89_local_alignment_provisional	A7KC12	UniProtKB	rhinovirus B17	150904	B17	UniProtKB unreviewed (TrEMBL)	2186	305	1109	1413	a89_local_alignment_provisional	provisional	0.9252	0.5556	0.0000	excluded	False		weak_A89_alignment	2026-08-21
A7KC13|B27|a89_local_alignment_provisional	A7KC13	UniProtKB	rhinovirus B27	185900	B27	UniProtKB unreviewed (TrEMBL)	2178	312	1101	1412	a89_local_alignment_provisional	provisional	0.9470	0.5428	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V482|B83|a89_local_alignment_provisional	B9V482	UniProtKB	rhinovirus B83	185936	B83	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5421	0.0000	excluded	False		weak_A89_alignment	2026-08-21
F6M9X8|ambiguous|a89_local_alignment_provisional	F6M9X8	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2175	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5493	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
F6M9X9|ambiguous|a89_local_alignment_provisional	F6M9X9	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2177	294	1100	1393	a89_local_alignment_provisional	provisional	0.8910	0.5594	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9X8C7|ambiguous|a89_local_alignment_provisional	H9X8C7	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2178	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5507	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
I3UJS9|ambiguous|a89_local_alignment_provisional	I3UJS9	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2185	305	1109	1413	a89_local_alignment_provisional	provisional	0.9252	0.5589	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
W8GKC4|ambiguous|a89_local_alignment_provisional	W8GKC4	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5522	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
A5GZD6|B35|a89_local_alignment_provisional	A5GZD6	UniProtKB	rhinovirus B35	167329	B35	UniProtKB unreviewed (TrEMBL)	2182	305	1105	1409	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		weak_A89_alignment	2026-08-21
A7KC16|B52|a89_local_alignment_provisional	A7KC16	UniProtKB	rhinovirus B52	147677	B52	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5556	0.0033	excluded	False		weak_A89_alignment	2026-08-21
B9V451|B42|a89_local_alignment_provisional	B9V451	UniProtKB	rhinovirus B42	147683	B42	UniProtKB unreviewed (TrEMBL)	2177	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5461	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V458|B104|a89_local_alignment_provisional	B9V458	UniProtKB	rhinovirus B104	2777140	B104	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5488	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V474|B72|a89_local_alignment_provisional	B9V474	UniProtKB	rhinovirus B72	44137	B72	UniProtKB unreviewed (TrEMBL)	2179	305	1102	1406	a89_local_alignment_provisional	provisional	0.9252	0.5421	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V476|B79|a89_local_alignment_provisional	B9V476	UniProtKB	rhinovirus B79	185933	B79	UniProtKB unreviewed (TrEMBL)	2182	305	1105	1409	a89_local_alignment_provisional	provisional	0.9252	0.5354	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V485|B86|a89_local_alignment_provisional	B9V485	UniProtKB	rhinovirus B86	185938	B86	UniProtKB unreviewed (TrEMBL)	2178	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5421	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V490|B92|a89_local_alignment_provisional	B9V490	UniProtKB	rhinovirus B92	167326	B92	UniProtKB unreviewed (TrEMBL)	2183	328	1106	1433	a89_local_alignment_provisional	provisional	0.9969	0.5281	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V4A8|B35|a89_local_alignment_provisional	B9V4A8	UniProtKB	rhinovirus B35	167329	B35	UniProtKB unreviewed (TrEMBL)	2182	305	1105	1409	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		weak_A89_alignment	2026-08-21
F6M9Y5|ambiguous|a89_local_alignment_provisional	F6M9Y5	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2173	305	1108	1412	a89_local_alignment_provisional	provisional	0.9252	0.5522	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G5DBU1|ambiguous|a89_local_alignment_provisional	G5DBU1	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2173	294	1100	1393	a89_local_alignment_provisional	provisional	0.8910	0.5594	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G5DBU6|B103|a89_local_alignment_provisional	G5DBU6	UniProtKB	rhinovirus B103	2777139	B103	UniProtKB unreviewed (TrEMBL)	2178	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5507	0.0000	excluded	False		weak_A89_alignment	2026-08-21
H9C6P0|ambiguous|a89_local_alignment_provisional	H9C6P0	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2181	305	1109	1413	a89_local_alignment_provisional	provisional	0.9252	0.5589	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9EHM1|ambiguous|a89_local_alignment_provisional	H9EHM1	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2158	305	1103	1407	a89_local_alignment_provisional	provisional	0.9252	0.5541	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9X8D1|ambiguous|a89_local_alignment_provisional	H9X8D1	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	1996	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5169	0.0656	excluded	False		unknown_fraction_gt_0.05;ambiguous_type_label;weak_A89_alignment	2026-08-21
H9X8D3|ambiguous|a89_local_alignment_provisional	H9X8D3	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2177	294	1100	1393	a89_local_alignment_provisional	provisional	0.8910	0.5594	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
I6TXB2|ambiguous|a89_local_alignment_provisional	I6TXB2	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2180	305	1103	1407	a89_local_alignment_provisional	provisional	0.9252	0.5541	0.0164	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
A0A219Y1G2|B48|a89_local_alignment_provisional	A0A219Y1G2	UniProtKB	rhinovirus B48	147679	B48	UniProtKB unreviewed (TrEMBL)	2184	305	1107	1411	a89_local_alignment_provisional	provisional	0.9252	0.5507	0.0000	excluded	False		weak_A89_alignment	2026-08-21
B9V489|B91|a89_local_alignment_provisional	B9V489	UniProtKB	rhinovirus B91	167325	B91	UniProtKB unreviewed (TrEMBL)	2186	305	1109	1413	a89_local_alignment_provisional	provisional	0.9252	0.5488	0.0033	excluded	False		weak_A89_alignment	2026-08-21
B9V4A9|B52|a89_local_alignment_provisional	B9V4A9	UniProtKB	rhinovirus B52	147677	B52	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5556	0.0000	excluded	False		weak_A89_alignment	2026-08-21
D6PT65|B72|a89_local_alignment_provisional	D6PT65	UniProtKB	rhinovirus B72	44137	B72	UniProtKB unreviewed (TrEMBL)	2179	305	1102	1406	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		weak_A89_alignment	2026-08-21
E9LS24|B100|a89_local_alignment_provisional	E9LS24	UniProtKB	rhinovirus B100	2777136	B100	UniProtKB unreviewed (TrEMBL)	2178	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5387	0.0000	excluded	False		weak_A89_alignment	2026-08-21
E9LS25|ambiguous|a89_local_alignment_provisional	E9LS25	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2183	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5320	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
F6M9Y6|ambiguous|a89_local_alignment_provisional	F6M9Y6	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2176	313	1100	1412	a89_local_alignment_provisional	provisional	0.9470	0.5493	0.0032	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G5D5E0|ambiguous|a89_local_alignment_provisional	G5D5E0	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2163	312	1100	1411	a89_local_alignment_provisional	provisional	0.9470	0.5493	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
G9K145|ambiguous|a89_local_alignment_provisional	G9K145	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2132	305	1109	1413	a89_local_alignment_provisional	provisional	0.9252	0.5589	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9C6N8|ambiguous|a89_local_alignment_provisional	H9C6N8	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	1975	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5507	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
I2CMI6|ambiguous|a89_local_alignment_provisional	I2CMI6	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2178	305	1101	1405	a89_local_alignment_provisional	provisional	0.9252	0.5390	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
I3UJS7|ambiguous|a89_local_alignment_provisional	I3UJS7	UniProtKB	Rhinovirus B	147712	ambiguous	UniProtKB unreviewed (TrEMBL)	2161	305	1106	1410	a89_local_alignment_provisional	provisional	0.9252	0.5354	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
