system_id	construct_id	junction	tag_form	replica	slurm_array_index	job_id	slurm_log	job_id_provenance	row_type	replica_count_completed	native_backbone_rmsd_mean_A	native_backbone_rmsd_last_A	native_backbone_rmsd_block1_mean_A	native_backbone_rmsd_block2_mean_A	native_ca_rg_mean_A	local_insertion_rmsf_mean_A	global_native_rmsf_mean_A	effect_vs_WT	native_backbone_rmsd_mean_A_sd	native_backbone_rmsd_mean_A_bootstrap_ci95_low	native_backbone_rmsd_mean_A_bootstrap_ci95_high	native_backbone_rmsd_mean_A_effect_vs_WT	native_backbone_rmsd_last_A_sd	native_backbone_rmsd_last_A_bootstrap_ci95_low	native_backbone_rmsd_last_A_bootstrap_ci95_high	native_backbone_rmsd_last_A_effect_vs_WT	native_ca_rg_mean_A_sd	native_ca_rg_mean_A_bootstrap_ci95_low	native_ca_rg_mean_A_bootstrap_ci95_high	native_ca_rg_mean_A_effect_vs_WT	local_insertion_rmsf_mean_A_sd	local_insertion_rmsf_mean_A_bootstrap_ci95_low	local_insertion_rmsf_mean_A_bootstrap_ci95_high	local_insertion_rmsf_mean_A_effect_vs_WT	global_native_rmsf_mean_A_sd	global_native_rmsf_mean_A_bootstrap_ci95_low	global_native_rmsf_mean_A_bootstrap_ci95_high	global_native_rmsf_mean_A_effect_vs_WT
A89_2C_290_291_MAP8_112_321	A89_2C_290_291_MAP8	290|291	MAP8	3	17	164425_17	results/broad_dynamics_009/logs/slurm-gmx-prod20-164425_17.err	latest_log_without_finished_mdrun	replica	1	20.79748792106161	30.74627656246319	18.68558037847409	22.888485487979946	25.599877558509142	34.20842707119937	17.349534016178314	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_HA_112_321	A89_2C_224_225_HA	224|225	HA	1	18	164426_18	results/broad_dynamics_009/logs/slurm-gmx-prod20-164426_18.err	latest_log_without_finished_mdrun	replica	1	25.433309795282916	27.39862457546826	20.94535348942988	29.87683089018692	28.514075621173713	36.97743640624082	20.53489680547983	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_HA_112_321	A89_2C_224_225_HA	224|225	HA	2	19	164429_19	results/broad_dynamics_009/logs/slurm-gmx-prod20-164429_19.err	latest_log_without_finished_mdrun	replica	1	25.95876028566555	31.685870446240795	19.132420790807625	32.71751226077241	29.09553461625655	20.361055723953253	23.50640394094285	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_HA_112_321	A89_2C_224_225_HA	224|225	HA	3	20	164430_20	results/broad_dynamics_009/logs/slurm-gmx-prod20-164430_20.err	latest_log_without_finished_mdrun	replica	1	24.632526082820753	29.254147490459026	20.259472160759472	28.962282441297276	28.602226209278854	23.614080240151026	21.323887314415767	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	1	21	164432_21	results/broad_dynamics_009/logs/slurm-gmx-prod20-164432_21.err	latest_log_without_finished_mdrun	replica	1	21.83194638015816	21.088756595668595	19.18231621230883	24.455342585949584	25.58305563450846	32.79972402400539	15.419607273062121	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	2	22	164434_22	results/broad_dynamics_009/logs/slurm-gmx-prod20-164434_22.err	latest_log_without_finished_mdrun	replica	1	17.789134040558345	17.193802764344596	16.68321967680989	18.884098757140972	22.092696762180225	10.47247482681419	10.051025712189585	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	3	23	164436_23	results/broad_dynamics_009/logs/slurm-gmx-prod20-164436_23.err	latest_log_without_finished_mdrun	replica	1	22.554905151025597	33.219638902161684	15.674547203220254	29.36714074291208	27.943919640717915	17.61881416468864	19.990260529207948	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	1	24	164438_24	results/broad_dynamics_009/logs/slurm-gmx-prod20-164438_24.err	latest_log_without_finished_mdrun	replica	1	18.61696739321955	29.826245359426153	7.267368831489446	29.854193691962234	26.027389743567717	26.36002649551152	17.834536759903727	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	2	25	164440_25	results/broad_dynamics_009/logs/slurm-gmx-prod20-164440_25.err	latest_log_without_finished_mdrun	replica	1	21.051960143017023	34.12438621908793	14.592433437029133	27.447531139044646	26.282639797469773	29.942805948387527	20.128911411644523	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	3	26	164443_26	results/broad_dynamics_009/logs/slurm-gmx-prod20-164443_26.err	latest_log_without_finished_mdrun	replica	1	23.352236139727736	32.2728970927578	13.80620551962641	32.80375160517459	28.790951539323608	29.078510795934488	22.861013634179567	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	1	27	164444_27	results/broad_dynamics_009/logs/slurm-gmx-prod20-164444_27.err	latest_log_without_finished_mdrun	replica	1	31.55108820192762	37.39974534431724	25.518565158425073	37.523883294504394	32.461477200505946	47.844533999319616	26.82558637512383	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	2	28	164453_28	results/broad_dynamics_009/logs/slurm-gmx-prod20-164453_28.err	latest_log_without_finished_mdrun	replica	1	36.32319025262963	37.979859421368474	35.65185173695822	36.98788185230429	38.63061554357242	33.2236177519283	32.17027170453616	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	3	29	164455_29	results/broad_dynamics_009/logs/slurm-gmx-prod20-164455_29.err	latest_log_without_finished_mdrun	replica	1	23.126066544626454	19.400778888642247	19.647625647192594	26.57006743317483	25.42811790152875	22.09441504298842	18.303212512008784	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	1	30	164451_30	results/broad_dynamics_009/logs/slurm-gmx-prod20-164451_30.err	latest_log_without_finished_mdrun	replica	1	31.429918264680214	40.810103622241506	27.042925585606344	35.77347537267414	36.64430894781974	27.993405002800817	29.548705306704285	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	2	31	164456_31	results/broad_dynamics_009/logs/slurm-gmx-prod20-164456_31.err	latest_log_without_finished_mdrun	replica	1	22.748059375499423	27.007755763285086	14.286776839592195	31.125566836793716	28.490756989848546	34.84480683803367	22.255517681767223	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	3	32	164464_32	results/broad_dynamics_009/logs/slurm-gmx-prod20-164464_32.err	latest_log_without_finished_mdrun	replica	1	26.92383346614879	33.80347268074271	22.54983871377272	31.254521339788457	30.0719859463254	28.983908041941813	23.421308796692088	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	1	33	164470_33	results/broad_dynamics_009/logs/slurm-gmx-prod20-164470_33.err	latest_log_without_finished_mdrun	replica	1	16.175442300412698	13.120821346222044	20.91055403016659	11.487212865012811	21.391698603184107	23.002161159798533	11.369930507161671	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	2	34	164474_34	results/broad_dynamics_009/logs/slurm-gmx-prod20-164474_34.err	latest_log_without_finished_mdrun	replica	1	29.91844028993154	25.09565698065403	25.48238705842144	34.31057220231778	33.11303063146359	26.2393328160844	27.736027448350356	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	3	35	164359_35	results/broad_dynamics_009/logs/slurm-gmx-prod20-164359_35.err	latest_log_without_finished_mdrun	replica	1	12.088549866181232	9.073806508822518	12.223911764648726	11.954528184530245	19.14122659997293	7.308903065935745	5.430386838607849	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	1	36	164359_36	results/broad_dynamics_009/logs/slurm-gmx-prod20-164359_36.err	latest_log_without_finished_mdrun	replica	1	29.542450496964232	33.40929163947079	25.075268019791146	33.96540344466036	28.158448593035672	25.35188680704292	22.66051464593801	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	2	37	164359_37	results/broad_dynamics_009/logs/slurm-gmx-prod20-164359_37.err	latest_log_without_finished_mdrun	replica	1	24.185045534891028	32.592505560499156	21.32137804567208	27.020359880652364	20.986243938119	16.546366518618544	13.763188216479922	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	3	38	164359_38	results/broad_dynamics_009/logs/slurm-gmx-prod20-164359_38.err	latest_log_without_finished_mdrun	replica	1	20.798723664242523	21.229588877917124	20.209210781736182	21.382399785535927	18.4442846110515	2.7560315803826736	4.484498568102327	computed_after_summary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WT_112_321	WT_112_321	WT	WT	summary	NA	NA	NA	NA	construct_summary	3	29.316285771136346	35.22934607351657	NA	NA	31.051864569518596	NA	25.06285339088939	NA	2.99763033662045	26.587186313511477	32.52469008961169	0.0	1.5904920119911723	33.55697686197506	36.72283635811853	0.0	3.7823811307113	27.479972639368366	35.01441294372971	0.0	NA	NA	NA	NA	4.7491234017070045	20.176423336047936	29.66159018205961	0.0
A89_2C_289_290_MAP8_112_321	A89_2C_289_290_MAP8	289|290	MAP8	summary	NA	NA	NA	NA	construct_summary	3	23.382194149956547	31.79091138710629	NA	NA	27.61539959121441	16.617922265924545	20.26597349081879	NA	4.753637773192067	17.985463622318527	26.948630141172433	-5.9340916211798	1.0419771305964995	30.608948725152953	32.57667346661126	NA	4.032655412282382	23.032011658688344	30.618940429488003	NA	10.250605559634316	7.079490416443328	27.456623566609945	NA	3.789150124262124	15.904418206659043	22.747226242698634	-4.7968799000706
A89_2C_289_290_G196_minimal_112_321	A89_2C_289_290_G196_minimal	289|290	G196_minimal	summary	NA	NA	NA	NA	construct_summary	3	12.243915398618016	27.218685614224228	NA	NA	21.568550903982942	10.822169311668913	12.948776325588005	NA	0.8525712329825981	11.64010721627468	13.21919863003008	-17.07237037251833	7.691531194403268	18.337334996853453	31.68869559479138	NA	0.482011453965534	21.237321066302293	22.121528879562685	NA	6.947887367886324	5.812153612740167	18.75377332255897	NA	1.7000290381407208	11.011900514410007	14.193769469017196	-12.114077065301386
A89_2C_288_289_HA_112_321	A89_2C_288_289_HA	288|289	HA	summary	NA	NA	NA	NA	construct_summary	3	29.4847056299039	30.6674099221302	NA	NA	29.50120914360227	30.542486227035734	23.93230303888512	NA	2.6019009105637867	26.93062800816295	32.131928360904894	0.16841985876755317	8.642844545026763	20.688863279836667	35.798869776317886	NA	2.83937179584629	27.080832989832327	32.62669527842594	NA	7.203375353087726	22.23240457208259	35.006596049204674	NA	4.353063183589918	19.48185202026683	28.18095963881375	-1.1305503520042706
A89_2C_288_289_MAP8_112_321	A89_2C_288_289_MAP8	288|289	MAP8	summary	NA	NA	NA	NA	construct_summary	3	28.985897752387533	30.415397692960436	NA	NA	27.886178304677447	26.487794390860405	21.290701093277676	NA	0.11958828998851959	28.861608807686824	29.100153190678526	-0.3303880187488133	6.674966914716921	22.773865451479093	35.10818563932609	NA	0.608732669989461	27.47208514468907	28.58510963199628	NA	9.807649412930294	16.18095299158077	35.7052958333649	NA	0.5685973915818594	20.924620061478915	21.945749556495276	-3.772152297611715
A89_2C_290_291_MAP8_112_321	A89_2C_290_291_MAP8	290|291	MAP8	summary	NA	NA	NA	NA	construct_summary	3	17.65246687679596	24.1740159528395	NA	NA	24.295294093025422	19.787178812753158	14.906519984460816	NA	8.514259619519498	8.013095202893817	24.146817506432445	-11.663818894340388	12.241725625516002	10.049809750996543	31.725961545058777	NA	4.918591702501157	18.855926966882798	28.43007775368433	NA	13.542338790434101	7.340560134631745	34.20842707119937	NA	9.914329388332357	3.999059786236679	23.370966150967458	-10.156333406428574
A89_2C_224_225_HA_112_321	A89_2C_224_225_HA	224|225	HA	summary	NA	NA	NA	NA	construct_summary	3	25.341532054589738	29.446214170722698	NA	NA	28.737278815569706	26.984190790115033	21.78839602027948	NA	0.6678635006226213	24.63252608282075	25.95876028566555	-3.9747537165466085	2.150066626029218	27.39862457546826	31.685870446240795	NA	0.31337365171652454	28.514075621173713	29.095534616256554	NA	8.805921904259023	20.361055723953253	36.97743640624082	NA	1.5392497904480285	20.53489680547983	23.50640394094285	-3.274457370609909
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	summary	NA	NA	NA	NA	construct_summary	3	20.725328523914033	23.83406608739163	NA	NA	25.2065573458022	20.29700433850274	15.153631171486552	NA	2.5683839041622702	17.789134040558345	22.554905151025597	-8.590957247222313	8.35819353287835	17.193802764344596	33.219638902161684	NA	2.9437247688311117	22.092696762180225	27.943919640717912	NA	11.402019169151778	10.47247482681419	32.79972402400539	NA	4.974952728611049	10.051025712189585	19.990260529207948	-9.909222219402839
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	summary	NA	NA	NA	NA	construct_summary	3	21.00705455865477	32.07450955709063	NA	NA	27.033660360120365	28.46044774661118	20.274820601909273	NA	2.3679537387889336	18.61696739321955	23.352236139727736	-8.309231212481578	2.155927160899596	29.826245359426153	34.12438621908793	NA	1.5272008263104728	26.02738974356772	28.79095153932361	NA	1.8696466515605954	26.36002649551152	29.942805948387527	NA	2.5164130346110194	17.834536759903727	22.861013634179567	-4.788032788980118
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	summary	NA	NA	NA	NA	construct_summary	3	30.33344833306123	31.593461218109322	NA	NA	32.17340354853571	34.38752226474544	25.766356863889595	NA	6.6822903018931	23.126066544626454	36.32319025262963	1.0171625619248843	10.56315577259335	19.400778888642247	37.979859421368474	NA	6.605961384897868	25.42811790152875	38.63061554357242	NA	12.914455538369355	22.09441504298842	47.844533999319616	NA	6.993947957367617	18.303212512008784	32.17027170453616	0.7035034730002039
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	summary	NA	NA	NA	NA	construct_summary	3	27.033937035442808	33.8737773554231	NA	NA	31.73568396133123	30.607373294258768	25.075177261721198	NA	4.341976570628904	22.748059375499423	31.429918264680214	-2.282348735693539	6.901442506126611	27.007755763285086	40.810103622241506	NA	4.323889533358214	28.490756989848546	36.64430894781974	NA	3.7029928903615836	27.993405002800817	34.84480683803367	NA	3.917793653045944	22.25551768176722	29.54870530670429	0.012323870831806971
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	summary	NA	NA	NA	NA	construct_summary	3	19.394144152175155	15.763428278566195	NA	NA	24.54865194487354	18.850132347272893	14.845448264706626	NA	9.340571681574957	12.088549866181232	29.91844028993154	-9.922141618961192	8.331413546607019	9.073806508822518	25.09565698065403	NA	7.5018392927866495	19.14122659997293	33.11303063146359	NA	10.125206174511245	7.308903065935745	26.2393328160844	NA	11.551831825083251	5.430386838607849	27.736027448350356	-10.217405126182765
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	summary	NA	NA	NA	NA	construct_summary	3	24.842073232032593	29.07712869262902	NA	NA	22.52965904740206	14.884761635348047	13.636067143506752	NA	4.408736074820397	20.798723664242523	29.542450496964232	-4.474212539103753	6.808428286492911	21.229588877917124	33.40929163947079	NA	5.037642615042484	18.4442846110515	28.158448593035672	NA	11.389199552520298	2.7560315803826736	25.35188680704292	NA	9.088674817641499	4.484498568102327	22.66051464593801	-11.426786247382639
