junction	functional_tier	strict_structural_pass	mapping_class	pareto_reviewable_subset_count	pareto_reviewable_fraction	method_hardening_candidate_class	direct_insertion_class	old_conflict_control
84|85	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
85|86	HIGH_RISK	False	exact_aligned	4	0.23529411764705882	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
86|87	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
87|88	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
88|89	HIGH_RISK	False	exact_aligned	4	0.23529411764705882	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
89|90	HIGH_RISK	False	exact_aligned	5	0.29411764705882354	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
90|91	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
91|92	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
92|93	HIGH_RISK	False	exact_aligned	3	0.17647058823529413	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
93|94	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
94|95	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
95|96	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
96|97	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
97|98	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
98|99	HIGH_RISK	False	exact_aligned	1	0.058823529411764705	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
99|100	HIGH_RISK	False	exact_aligned	3	0.17647058823529413	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
100|101	HIGH_RISK	False	exact_aligned	1	0.058823529411764705	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
101|102	HIGH_RISK	False	exact_aligned	1	0.058823529411764705	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
102|103	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
103|104	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
104|105	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
105|106	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
106|107	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
107|108	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
108|109	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
109|110	HIGH_RISK	False	ambiguous	0	0.0	mapping_uncertain	direct_insert_strongly_deleterious	
110|111	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
111|112	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
112|113	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
113|114	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
114|115	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
115|116	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
116|117	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
117|118	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
118|119	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
119|120	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
120|121	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
121|122	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
122|123	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
123|124	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
124|125	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
125|126	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
126|127	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
127|128	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
128|129	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
129|130	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
130|131	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
131|132	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
132|133	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
133|134	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
134|135	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
135|136	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
136|137	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
137|138	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
138|139	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
139|140	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
140|141	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
141|142	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
142|143	CORE_CAUTION	False	ambiguous	0	0.0	mapping_uncertain	direct_insert_strongly_deleterious	
143|144	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
144|145	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
145|146	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
146|147	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
147|148	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
148|149	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
149|150	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
150|151	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
151|152	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
152|153	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
153|154	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
154|155	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
155|156	EXCLUDE	True	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
156|157	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
157|158	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
158|159	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
159|160	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
160|161	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
161|162	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
162|163	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
163|164	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
164|165	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
165|166	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
166|167	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
167|168	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
168|169	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
169|170	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
170|171	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
171|172	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
172|173	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
173|174	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
174|175	HIGH_RISK	True	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
175|176	HIGH_RISK	True	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
176|177	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
177|178	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
178|179	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
179|180	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
180|181	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
181|182	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
182|183	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
183|184	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
184|185	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
185|186	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
186|187	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
187|188	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
188|189	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
189|190	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
190|191	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
191|192	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
192|193	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
193|194	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
194|195	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
195|196	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
196|197	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
197|198	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
198|199	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
199|200	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
200|201	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
201|202	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
202|203	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
203|204	HIGH_RISK	False	exact_aligned	4	0.23529411764705882	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
204|205	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
205|206	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
206|207	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
207|208	HIGH_RISK	False	exact_aligned	2	0.11764705882352941	weak_pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
208|209	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
209|210	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
210|211	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
211|212	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
212|213	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
213|214	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
214|215	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
215|216	EXCLUDE	False	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
216|217	EXCLUDE	True	exact_aligned	0	0.0	hard_excluded	direct_insert_strongly_deleterious	
217|218	HIGH_RISK	True	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
218|219	HIGH_RISK	True	exact_aligned	5	0.29411764705882354	pareto_reviewable_direct_conflicted	direct_insert_strongly_deleterious	
219|220	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
220|221	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
221|222	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
222|223	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
223|224	CORE_CAUTION	False	exact_aligned	0	0.0	conflict_control	direct_insert_strongly_deleterious	
224|225	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
225|226	CORE_CAUTION	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
226|227	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
227|228	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
228|229	HIGH_RISK	False	exact_aligned	0	0.0	direct_homolog_strongly_unfavorable	direct_insert_strongly_deleterious	
