construct_id	junction	tag_form	metric	burnin_ns	truncation_ns	mean_across_replicas	sd_across_replicas	replica_count
A89_2C_155_156_MAP8	155|156	MAP8	tag_total_sasa_A2	5	20	719.5601585674495	56.99209414163701	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	0	10	0.9121090680496621	0.0025224318156781625	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	0	15	0.913234521181541	0.002800048728487834	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	0	20	0.9099699913132749	0.0026926734535195084	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	2	10	0.9116990005878897	0.0017237797661840367	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	2	15	0.9131527929237855	0.002342581624793849	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	2	20	0.9095501183898974	0.002334383775520415	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	5	10	0.9127450980392157	0.001211122480959256	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	5	15	0.9141128398554142	0.0024281380978374953	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_defined_contact_retention	5	20	0.9094765058341219	0.0020073591334079962	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	0	10	1.9004409554462527	0.2578344592222289	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	0	15	1.9256495802325528	0.2506287923595029	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	0	20	2.028323383480055	0.20978335274588122	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	2	10	1.9482804825960442	0.2945108217000379	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	2	15	1.9590783908803318	0.2770029929353468	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	2	20	2.063862887677896	0.22421960703216934	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	5	10	2.0157929405699204	0.2974245362579245	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	5	15	1.9963761394466324	0.28352008089131553	3
A89_2C_155_156_MAP8	155|156	MAP8	wt_reference_ensemble_rmsd_mean_A	5	20	2.109628500321096	0.21733719144695576	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	0	10	1.9588073015563712	0.38336409302801794	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	0	15	2.0139760486299774	0.32272854364057557	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	0	20	2.0512076885880552	0.280484117678407	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	2	10	2.068250172356754	0.4553476600213603	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	2	15	2.0900695408154975	0.3583557298001134	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	2	20	2.1103948724304016	0.3040593051570935	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	5	10	2.096151049598321	0.47166756972833934	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	5	15	2.1106391031232423	0.3379481890067814	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	self_drift_rmsd_mean_A	5	20	2.1281914667451654	0.2850057752971475	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	0	10	9.749174917491748	2.4231008717865605	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	0	15	10.066225165562914	2.393863402957214	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	0	20	10.077943615257048	2.458317312742959	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	2	10	10.082304526748972	2.897879155881621	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	2	15	10.320610687022901	2.6910860154704612	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	2	20	10.263351749539595	2.685107503543746	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	5	10	10.261437908496733	3.177519394350536	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	5	15	10.481848184818482	2.8085381977966453	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_nonlocal_contact_count	5	20	10.359823399558499	2.7828783291413086	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	0	10	569.2410484792375	46.95541625941824	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	0	15	564.1943212513365	51.90670444787728	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	0	20	559.4467597316153	51.855029220226946	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	2	10	557.4286382227768	56.80326778645317	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	2	15	556.1199718213263	58.767302121897345	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	2	20	553.0783011364455	56.79948364055109	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	5	10	548.7196595435049	61.44871472376535	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	5	15	551.3336559333424	61.723089723912466	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	tag_total_sasa_A2	5	20	549.2725526249698	58.280646010434715	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	0	10	0.9007072135785007	0.005405495334218463	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	0	15	0.9019814990013666	0.005077319822895343	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	0	20	0.9022506515043829	0.006173978351620306	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	2	10	0.899647266313933	0.006359268704690617	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	2	15	0.901520659154247	0.005654223493025165	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	2	20	0.9019468560905025	0.00677445638942837	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	5	10	0.9017273576097106	0.005440194507750295	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	5	15	0.9031274556027032	0.005754627850237804	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_defined_contact_retention	5	20	0.903106275622832	0.007742807906090672	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	0	10	2.4055234667536065	0.28408763042305646	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	0	15	2.438574735893729	0.1979952901131153	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	0	20	2.457432231094048	0.18610175951597965	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	2	10	2.469708913030754	0.3024198941198129	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	2	15	2.483307915521602	0.19764046303197294	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	2	20	2.4918918799076275	0.187782030641233	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	5	10	2.5386926513328514	0.2849955777563905	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	5	15	2.522180595998161	0.1564862011076119	3
A89_2C_203_204_G196_minimal	203|204	G196_minimal	wt_reference_ensemble_rmsd_mean_A	5	20	2.519598235269967	0.1660357101131966	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	0	10	1.6635590874066917	0.19806752030840646	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	0	15	1.7135393568011328	0.2224333149690667	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	0	20	1.7581481180778262	0.2265362171991355	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	2	10	1.736002597431998	0.21650769731978395	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	2	15	1.765963247640359	0.23730334091548727	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	2	20	1.8010194160086137	0.23694722418940894	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	5	10	1.8037606110479245	0.2533758553029639	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	5	15	1.8090768931914785	0.2614040600699818	3
A89_2C_224_225_HA	224|225	HA	self_drift_rmsd_mean_A	5	20	1.836821821649082	0.2525874492903998	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	0	10	14.0	1.4993381541533417	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	0	15	13.856512141280353	2.526525507578947	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	0	20	13.796019900497512	2.7845722699662834	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	2	10	14.720164609053498	1.7751323481438825	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	2	15	14.279898218829516	2.8589221555438185	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	2	20	14.095764272559853	3.050526024137653	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	5	10	14.810457516339868	3.3880930737520356	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	5	15	14.194719471947195	4.008450212232161	3
A89_2C_224_225_HA	224|225	HA	tag_nonlocal_contact_count	5	20	14.002207505518763	3.8256503731710327	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	0	10	820.34484037393	42.30740828411655	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	0	15	821.416141467905	37.38274973714314	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	0	20	837.6237321287443	23.246541755372004	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	2	10	815.3084440506044	44.23683156550328	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	2	15	818.4655912365318	38.23923586702842	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	2	20	837.2791450177328	21.587489140658807	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	5	10	818.4909285003064	36.939698539073476	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	5	15	821.0103548257657	32.46086085237539	3
A89_2C_224_225_HA	224|225	HA	tag_total_sasa_A2	5	20	842.7190637988497	15.225979832353955	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	0	10	0.898931321703599	0.00968639760205565	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	0	15	0.8963155681698729	0.009708215078057286	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	0	20	0.8976506357103372	0.008620068865370967	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	2	10	0.8972271213011954	0.010317516147269114	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	2	15	0.8948624742517873	0.01043783017090574	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	2	20	0.8967464702271332	0.009026062913806355	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	5	10	0.8961406784936198	0.010988457237000298	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	5	15	0.8936115040075436	0.011332814105812728	3
A89_2C_224_225_HA	224|225	HA	wt_defined_contact_retention	5	20	0.8962840323767477	0.009310863924631325	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	0	10	2.060636822221323	0.18818474433267163	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	0	15	2.075695345714982	0.18552236887187956	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	0	20	2.069560009248658	0.20423685830330027	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	2	10	2.1024671911743553	0.20098039742930343	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	2	15	2.1038589362116906	0.19327937257051295	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	2	20	2.089265664639499	0.21168590176939667	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	5	10	2.1619679963449197	0.2318727902330885	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	5	15	2.134317286853461	0.2080237091955218	3
A89_2C_224_225_HA	224|225	HA	wt_reference_ensemble_rmsd_mean_A	5	20	2.1067391432332285	0.2232455442752148	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	0	10	1.7018784393668749	0.22306941563740107	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	0	15	1.7509994527933601	0.24807572459827548	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	0	20	1.8043195567146038	0.3117049076354188	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	2	10	1.7623689460564886	0.26137134564007125	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	2	15	1.7959013711932716	0.2762804825312043	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	2	20	1.842709354442854	0.33881526339794416	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	5	10	1.8121837507429692	0.3075393499556046	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	5	15	1.8310155077587567	0.3051969277509515	3
A89_2C_224_225_MAP8	224|225	MAP8	self_drift_rmsd_mean_A	5	20	1.875495892791208	0.3696267030380788	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	0	10	11.504950495049505	4.343455008587784	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	0	15	11.624724061810156	3.4681780511514324	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	0	20	11.32669983416252	1.9391521893391475	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	2	10	11.806584362139917	4.855264300125331	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	2	15	11.829516539440204	3.6317136527153715	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	2	20	11.441988950276242	1.8581614453927744	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	5	10	11.96732026143791	4.817680709393253	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	5	15	11.91749174917492	3.2600629327951722	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_nonlocal_contact_count	5	20	11.42384105960265	1.3309940299155034	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	0	10	677.7001129251108	45.0166330759382	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	0	15	666.5177695840663	32.06242993051224	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	0	20	668.0435568333463	28.311099343790563	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	2	10	672.9240134910301	46.23371988527809	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	2	15	661.8573808742843	30.686695188836502	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	2	20	664.8391635958002	26.693706555129793	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	5	10	666.0402253593494	44.83856534927129	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	5	15	655.0942900503429	25.812015441471097	3
A89_2C_224_225_MAP8	224|225	MAP8	tag_total_sasa_A2	5	20	660.9079139827367	23.62465070762571	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	0	10	0.9144664466446644	0.004520781836337308	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	0	15	0.9121465363187219	0.009351576861497794	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	0	20	0.9087577983100371	0.011752360003668562	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	2	10	0.9149029982363316	0.004808220769035397	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	2	15	0.9120622803828912	0.01026782423764638	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	2	20	0.9083223713057967	0.012706667117399243	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	5	10	0.9146903205726735	0.006992418904033799	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	5	15	0.9111111111111111	0.012985119507830899	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_defined_contact_retention	5	20	0.9069431304530643	0.015020809228317904	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	0	10	1.8464417007928333	0.27274960152942224	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	0	15	1.8582299917060414	0.28991684689650693	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	0	20	1.8885710379146656	0.32556812295137966	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	2	10	1.8594348156355078	0.3191393557924643	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	2	15	1.8680636414810088	0.321302435317837	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	2	20	1.8990408116422524	0.35204208007685933	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	5	10	1.8718580711846282	0.3414518705060862	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	5	15	1.8768997880985356	0.33228618148842975	3
A89_2C_224_225_MAP8	224|225	MAP8	wt_reference_ensemble_rmsd_mean_A	5	20	1.9111054865641564	0.3669059671845387	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	0	10	1.4641820153125522	0.055811142498254925	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	0	15	1.4834846637868582	0.04978529743369174	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	0	20	1.504261175238348	0.025501878677306935	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	2	10	1.4847548812956184	0.03545368136736701	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	2	15	1.4991522600778087	0.04636812464564411	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	2	20	1.5178964533772668	0.02089386480874859	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	5	10	1.521411256850105	0.01743652244970519	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	5	15	1.5219383642039919	0.03990263639281821	3
A89_2C_248_249_HA	248|249	HA	self_drift_rmsd_mean_A	5	20	1.5368615018257985	0.015349055944583346	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	0	10	0.9108910891089108	0.1287128712871287	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	0	15	0.814569536423841	0.19745763597186192	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	0	20	1.041459369817579	0.3080696215851277	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	2	10	0.897119341563786	0.10279832096129053	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	2	15	0.7913486005089059	0.20085670098591224	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	2	20	1.0497237569060773	0.3318138398032442	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	5	10	0.7124183006535948	0.4319663174342041	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	5	15	0.6666666666666666	0.35812763059753644	3
A89_2C_248_249_HA	248|249	HA	tag_nonlocal_contact_count	5	20	1.0176600441501102	0.46131583926192876	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	0	10	1003.461997658506	13.253621779085003	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	0	15	1011.2875849911183	14.577509158652703	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	0	20	1008.6942887693693	11.954909994108803	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	2	10	1005.5187443234794	12.357213830342102	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	2	15	1013.7540600026837	14.455321390292363	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	2	20	1010.1928650239555	11.363211207740578	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	5	10	1006.1519787358303	13.292898681239823	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	5	15	1016.5199454027434	15.577899584712494	3
A89_2C_248_249_HA	248|249	HA	tag_total_sasa_A2	5	20	1011.3353721500758	10.992272294690649	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	0	10	0.9164937922363664	0.005998420747390587	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	0	15	0.9137969094922737	0.006053229567975173	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	0	20	0.9130932638395325	0.0027190425506324993	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	2	10	0.9158632177150695	0.009200485963577601	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	2	15	0.9129952744456563	0.008043284686940782	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	2	20	0.912435324037534	0.0037957397103723515	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	5	10	0.9123716153127918	0.009637215901315022	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	5	15	0.9103803237466602	0.007918979403130326	3
A89_2C_248_249_HA	248|249	HA	wt_defined_contact_retention	5	20	0.9105750026279829	0.0028623980505790942	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	0	10	1.4213014145262903	0.05898022696017852	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	0	15	1.4640066858312408	0.08423941061175262	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	0	20	1.4636216268190576	0.0801913623100603	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	2	10	1.422394008956358	0.08799474672091534	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	2	15	1.471202148235321	0.1090509381966471	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	2	20	1.4687868444692829	0.09964211623500767	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	5	10	1.4706928418456755	0.08965330228794462	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	5	15	1.510088134925659	0.11763008620371869	3
A89_2C_248_249_HA	248|249	HA	wt_reference_ensemble_rmsd_mean_A	5	20	1.4943168149510244	0.10650826881369412	3
A89_2C_248_249_MAP8	248|249	MAP8	self_drift_rmsd_mean_A	0	10	1.5945128881334814	0.14704448431420528	3
