construct_id	junction	tag_form	model_file	rank	seed	native_ca_count	native_2c_ca_rmsd_to_wt_A	local_window_ca_rmsd_A	usalign_tm_score	usalign_status	native_2c_mean_plddt	wt_native_2c_mean_plddt	native_2c_plddt_delta_vs_wt	tag_mean_plddt	tag_native_min_heavy_atom_A	severe_clashes_2A_pre_openmm
A89_2C_287_288_G196_minimal	287|288	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_287_288_G196_minimal_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_032.pdb	001	032	321	2.387131761669184	4.958136484077452	0.88816	completed	86.78255451713396	86.48959501557631	0.2929595015576467	50.07	1.3080115665195713	0
A89_2C_287_288_G196_minimal	287|288	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_287_288_G196_minimal_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_031.pdb	002	031	321	1.8245375289783639	4.807470200703425	0.92728	completed	85.73205607476635	86.48959501557631	-0.7575389408099653	49.588	1.3021415323259764	1
A89_2C_287_288_MAP8	287|288	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_287_288_MAP8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_032.pdb	001	032	321	1.7429316184561718	2.8474096386041308	0.91811	completed	86.12657320872273	86.48959501557631	-0.3630218068535811	51.30625	1.399558818822861	1
A89_2C_287_288_MAP8	287|288	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_287_288_MAP8_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_031.pdb	002	031	321	1.2777928207478633	2.954877018265974	0.94554	completed	86.0716199376947	86.48959501557631	-0.41797507788160715	51.81375	1.3939874202979001	1
A89_2C_288_289_G196_minimal	288|289	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_G196_minimal_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_032.pdb	001	032	321	1.3901373498843792	3.9760394113168203	0.949	completed	86.1496261682243	86.48959501557631	-0.3399688473520115	50.45	1.419068907599117	3
A89_2C_288_289_G196_minimal	288|289	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_G196_minimal_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_031.pdb	002	031	321	1.2037540291961528	2.623859225175405	0.95522	completed	85.99685358255451	86.48959501557631	-0.4927414330218056	48.332	1.3528402072129837	0
A89_2C_288_289_HA	288|289	HA	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_HA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_031.pdb	001	031	321	1.7292732443918721	3.1104560510823878	0.91598	completed	86.9314953271028	86.48959501557631	0.44190031152648146	43.44444444444444	1.326583275290093	3
A89_2C_288_289_HA	288|289	HA	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_HA_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_032.pdb	002	032	321	2.1172389567590812	3.0005636580528052	0.89073	completed	86.71221183800623	86.48959501557631	0.22261682242991299	43.49333333333334	1.3533789834866792	2
A89_2C_288_289_MAP8	288|289	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_MAP8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_032.pdb	001	032	321	1.231238030898338	2.6035725569886057	0.94602	completed	86.45747663551401	86.48959501557631	-0.03211838006230039	41.6525	1.3889290027477381	1
A89_2C_288_289_MAP8	288|289	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_288_289_MAP8_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_031.pdb	002	031	321	1.8729564548452113	2.9988982252922356	0.91169	completed	86.29570093457943	86.48959501557631	-0.1938940809968841	41.94625	1.3850350269230443	0
A89_2C_289_290_G196_minimal	289|290	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_G196_minimal_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_031.pdb	001	031	321	1.653717710496895	2.1102378011479894	0.93042	completed	86.41367601246107	86.48959501557631	-0.07591900311524569	46.25	1.4351954660775172	1
A89_2C_289_290_G196_minimal	289|290	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_G196_minimal_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_032.pdb	002	032	321	1.80942106210772	2.1754456367782202	0.92036	completed	86.09666666666666	86.48959501557631	-0.3929283489096491	46.618	1.4442599886748029	2
A89_2C_289_290_HA	289|290	HA	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_HA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_032.pdb	001	032	321	1.171179415796556	1.4917479433093745	0.94399	completed	86.71420560747663	86.48959501557631	0.22461059190031563	44.657777777777774	1.3688447155050714	1
A89_2C_289_290_HA	289|290	HA	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_HA_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_031.pdb	002	031	321	1.790994576172415	1.7637403409827936	0.9096	completed	86.56280373831775	86.48959501557631	0.07320872274144108	44.46555555555556	1.3728619348012339	5
A89_2C_289_290_MAP8	289|290	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_MAP8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_031.pdb	001	031	321	1.8028318375997174	2.8276977866828275	0.9139	completed	86.00862928348909	86.48959501557631	-0.4809657320872276	42.535	1.4210648068946534	5
A89_2C_289_290_MAP8	289|290	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_289_290_MAP8_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_032.pdb	002	032	321	1.6045378273499187	2.3665534119801817	0.92421	completed	85.18563862928349	86.48959501557631	-1.3039563862928247	41.44125	1.260540953918971	2
A89_2C_290_291_G196_minimal	290|291	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_290_291_G196_minimal_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_031.pdb	001	031	321	3.0130022343708562	4.8286013037065905	0.84056	completed	87.19271028037383	86.48959501557631	0.7031152647975176	48.25	1.3420076641771352	1
A89_2C_290_291_G196_minimal	290|291	G196_minimal	results/candidate_panel_008/expanded_colabfold/A89_2C_290_291_G196_minimal_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_032.pdb	002	032	321	1.8849049511538942	3.646258390723529	0.91776	completed	86.85532710280373	86.48959501557631	0.3657320872274141	47.28	1.3489540256450991	1
A89_2C_290_291_MAP8	290|291	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_290_291_MAP8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_031.pdb	001	031	321	1.4842101703006738	4.539839917608286	0.93952	completed	86.27102803738318	86.48959501557631	-0.21856697819313808	57.50125	1.3855715304428715	4
A89_2C_290_291_MAP8	290|291	MAP8	results/candidate_panel_008/expanded_colabfold/A89_2C_290_291_MAP8_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_032.pdb	002	032	321	1.6774686129291425	4.65106804103127	0.9281	completed	85.97894080996885	86.48959501557631	-0.5106542056074659	57.47625	1.3818882859900863	4
